CHROM	FRAG_START	FRAG_STOP	STRAND	DESCRIPTION	MODEL
Chr4	7482643	7484328	-	"ID=AT4G12700.1-Protein;Name=AT4G12700.1;Derives_from=AT4G12700.1"	AT4G12700.1
Chr4	7485040	7486733	-	"ID=AT4G12710.1-Protein;Name=AT4G12710.1;Derives_from=AT4G12710.1"	AT4G12710.1
Chr4	7487716	7489557	+	"ID=AT4G12720.1-Protein;Name=AT4G12720.1;Derives_from=AT4G12720.1"	AT4G12720.1
Chr4	7487716	7489557	+	"ID=AT4G12720.2-Protein;Name=AT4G12720.2;Derives_from=AT4G12720.2"	AT4G12720.2
Chr4	7487716	7489557	+	"ID=AT4G12720.3-Protein;Name=AT4G12720.3;Derives_from=AT4G12720.3"	AT4G12720.3
Chr4	7487716	7489557	+	"ID=AT4G12720.4-Protein;Name=AT4G12720.4;Derives_from=AT4G12720.4"	AT4G12720.4
Chr4	7491598	7492809	-	"ID=AT4G12730.1-Protein;Name=AT4G12730.1;Derives_from=AT4G12730.1"	AT4G12730.1
Chr4	7493178	7493360	-	"ID=AT4G12731.1-Protein;Name=AT4G12731.1;Derives_from=AT4G12731.1"	AT4G12731.1
Chr4	7494003	7494185	-	"ID=AT4G12735.1-Protein;Name=AT4G12735.1;Derives_from=AT4G12735.1"	AT4G12735.1
Chr4	7494578	7497596	-	"ID=AT4G12740.1-Protein;Name=AT4G12740.1;Derives_from=AT4G12740.1"	AT4G12740.1
Chr4	7498009	7503920	-	"ID=AT4G12750.1-Protein;Name=AT4G12750.1;Derives_from=AT4G12750.1"	AT4G12750.1
Chr4	7504876	7506091	+	"ID=AT4G12760.1-Protein;Name=AT4G12760.1;Derives_from=AT4G12760.1"	AT4G12760.1
Chr4	7506736	7511408	-	"ID=AT4G12770.1-Protein;Name=AT4G12770.1;Derives_from=AT4G12770.1"	AT4G12770.1
Chr4	7506736	7511408	-	"ID=AT4G12770.2-Protein;Name=AT4G12770.2;Derives_from=AT4G12770.2"	AT4G12770.2
Chr4	7512200	7516655	+	"ID=AT4G12780.1-Protein;Name=AT4G12780.1;Derives_from=AT4G12780.1"	AT4G12780.1
Chr4	7512200	7516655	+	"ID=AT4G12780.2-Protein;Name=AT4G12780.2;Derives_from=AT4G12780.2"	AT4G12780.2
Chr4	7517280	7518892	-	"ID=AT4G12790.1-Protein;Name=AT4G12790.1;Derives_from=AT4G12790.1"	AT4G12790.1
Chr4	7517280	7518892	-	"ID=AT4G12790.2-Protein;Name=AT4G12790.2;Derives_from=AT4G12790.2"	AT4G12790.2
Chr4	7517280	7518892	-	"ID=AT4G12790.3-Protein;Name=AT4G12790.3;Derives_from=AT4G12790.3"	AT4G12790.3
Chr4	7517280	7518892	-	"ID=AT4G12790.4-Protein;Name=AT4G12790.4;Derives_from=AT4G12790.4"	AT4G12790.4
Chr4	7517280	7518892	-	"ID=AT4G12790.5-Protein;Name=AT4G12790.5;Derives_from=AT4G12790.5"	AT4G12790.5
Chr4	7521469	7522493	+	"ID=AT4G12800.1-Protein;Name=AT4G12800.1;Derives_from=AT4G12800.1"	AT4G12800.1
Chr4	7522831	7523979	-	"ID=AT4G12810.1-Protein;Name=AT4G12810.1;Derives_from=AT4G12810.1"	AT4G12810.1
Chr4	7527048	7528890	-	"ID=AT4G12820.1-Protein;Name=AT4G12820.1;Derives_from=AT4G12820.1"	AT4G12820.1
Chr4	7529471	7529758	+	"ID=AT4G12825.1-Protein;Name=AT4G12825.1;Derives_from=AT4G12825.1"	AT4G12825.1
Chr4	7531189	7533327	+	"ID=AT4G12830.1-Protein;Name=AT4G12830.1;Derives_from=AT4G12830.1"	AT4G12830.1
Chr4	7533621	7535832	-	"ID=AT4G12840.1-Protein;Name=AT4G12840.1;Derives_from=AT4G12840.1"	AT4G12840.1
Chr4	7533621	7536263	-	"ID=AT4G12840.2-Protein;Name=AT4G12840.2;Derives_from=AT4G12840.2"	AT4G12840.2
Chr4	7537068	7538276	+	"ID=AT4G12850.1-Protein;Name=AT4G12850.1;Derives_from=AT4G12850.1"	AT4G12850.1
Chr4	7537065	7537481	+	"ID=AT4G12850.2-Protein;Name=AT4G12850.2;Derives_from=AT4G12850.2"	AT4G12850.2
Chr4	7537065	7537329	+	"ID=AT4G12850.3-Protein;Name=AT4G12850.3;Derives_from=AT4G12850.3"	AT4G12850.3
Chr4	7538444	7538902	-	"ID=AT4G12860.1-Protein;Name=AT4G12860.1;Derives_from=AT4G12860.1"	AT4G12860.1
Chr4	7542285	7543421	+	"ID=AT4G12870.1-Protein;Name=AT4G12870.1;Derives_from=AT4G12870.1"	AT4G12870.1
Chr4	7544572	7545226	-	"ID=AT4G12880.1-Protein;Name=AT4G12880.1;Derives_from=AT4G12880.1"	AT4G12880.1
Chr4	7544572	7545092	-	"ID=AT4G12880.2-Protein;Name=AT4G12880.2;Derives_from=AT4G12880.2"	AT4G12880.2
Chr4	7546411	7547476	+	"ID=AT4G12890.1-Protein;Name=AT4G12890.1;Derives_from=AT4G12890.1"	AT4G12890.1
Chr4	7548820	7549946	+	"ID=AT4G12900.1-Protein;Name=AT4G12900.1;Derives_from=AT4G12900.1"	AT4G12900.1
Chr4	7550576	7553051	-	"ID=AT4G12910.1-Protein;Name=AT4G12910.1;Derives_from=AT4G12910.1"	AT4G12910.1
Chr4	7568286	7569455	+	"ID=AT4G12920.1-Protein;Name=AT4G12920.1;Derives_from=AT4G12920.1"	AT4G12920.1
Chr4	7573281	7573706	-	"ID=AT4G12930.1-Protein;Name=AT4G12930.1;Derives_from=AT4G12930.1"	AT4G12930.1
Chr4	7574172	7574627	+	"ID=AT4G12940.1-Protein;Name=AT4G12940.1;Derives_from=AT4G12940.1"	AT4G12940.1
Chr4	7576642	7577172	+	"ID=AT4G12950.1-Protein;Name=AT4G12950.1;Derives_from=AT4G12950.1"	AT4G12950.1
Chr4	7583301	7584412	+	"ID=AT4G12960.1-Protein;Name=AT4G12960.1;Derives_from=AT4G12960.1"	AT4G12960.1
Chr4	7583301	7584412	+	"ID=AT4G12960.2-Protein;Name=AT4G12960.2;Derives_from=AT4G12960.2"	AT4G12960.2
Chr4	7586244	7586798	-	"ID=AT4G12970.1-Protein;Name=AT4G12970.1;Derives_from=AT4G12970.1"	AT4G12970.1
Chr4	7589670	7591074	-	"ID=AT4G12980.1-Protein;Name=AT4G12980.1;Derives_from=AT4G12980.1"	AT4G12980.1
Chr4	7595044	7595334	-	"ID=AT4G12990.1-Protein;Name=AT4G12990.1;Derives_from=AT4G12990.1"	AT4G12990.1
Chr4	7598099	7599217	-	"ID=AT4G13000.1-Protein;Name=AT4G13000.1;Derives_from=AT4G13000.1"	AT4G13000.1
Chr4	7600682	7602567	+	"ID=AT4G13010.1-Protein;Name=AT4G13010.1;Derives_from=AT4G13010.1"	AT4G13010.1
Chr4	7603947	7606812	+	"ID=AT4G13020.1-Protein;Name=AT4G13020.1;Derives_from=AT4G13020.1"	AT4G13020.1
Chr4	7604015	7606812	+	"ID=AT4G13020.2-Protein;Name=AT4G13020.2;Derives_from=AT4G13020.2"	AT4G13020.2
Chr4	7604015	7606812	+	"ID=AT4G13020.3-Protein;Name=AT4G13020.3;Derives_from=AT4G13020.3"	AT4G13020.3
Chr4	7603947	7606732	+	"ID=AT4G13020.4-Protein;Name=AT4G13020.4;Derives_from=AT4G13020.4"	AT4G13020.4
Chr4	7603947	7606812	+	"ID=AT4G13020.5-Protein;Name=AT4G13020.5;Derives_from=AT4G13020.5"	AT4G13020.5
Chr4	7607400	7609656	+	"ID=AT4G13030.1-Protein;Name=AT4G13030.1;Derives_from=AT4G13030.1"	AT4G13030.1
Chr4	7607400	7609656	+	"ID=AT4G13030.2-Protein;Name=AT4G13030.2;Derives_from=AT4G13030.2"	AT4G13030.2
Chr4	7614100	7615310	+	"ID=AT4G13040.1-Protein;Name=AT4G13040.1;Derives_from=AT4G13040.1"	AT4G13040.1
Chr4	7614292	7615310	+	"ID=AT4G13040.2-Protein;Name=AT4G13040.2;Derives_from=AT4G13040.2"	AT4G13040.2
Chr4	7613720	7615310	+	"ID=AT4G13040.3-Protein;Name=AT4G13040.3;Derives_from=AT4G13040.3"	AT4G13040.3
Chr4	7617739	7619355	+	"ID=AT4G13050.1-Protein;Name=AT4G13050.1;Derives_from=AT4G13050.1"	AT4G13050.1
Chr4	7619935	7620942	-	"ID=AT4G13060.1-Protein;Name=AT4G13060.1;Derives_from=AT4G13060.1"	AT4G13060.1
Chr4	7621780	7623051	-	"ID=AT4G13070.1-Protein;Name=AT4G13070.1;Derives_from=AT4G13070.1"	AT4G13070.1
Chr4	7624884	7625114	-	"ID=AT4G13075.1-Protein;Name=AT4G13075.1;Derives_from=AT4G13075.1"	AT4G13075.1
Chr4	7626612	7628367	-	"ID=AT4G13080.1-Protein;Name=AT4G13080.1;Derives_from=AT4G13080.1"	AT4G13080.1
Chr4	7631535	7632870	-	"ID=AT4G13090.1-Protein;Name=AT4G13090.1;Derives_from=AT4G13090.1"	AT4G13090.1
Chr4	7634993	7635483	+	"ID=AT4G13095.1-Protein;Name=AT4G13095.1;Derives_from=AT4G13095.1"	AT4G13095.1
Chr4	7636547	7637507	-	"ID=AT4G13100.1-Protein;Name=AT4G13100.1;Derives_from=AT4G13100.1"	AT4G13100.1
Chr4	7636547	7639037	-	"ID=AT4G13100.2-Protein;Name=AT4G13100.2;Derives_from=AT4G13100.2"	AT4G13100.2
Chr4	7636547	7637507	-	"ID=AT4G13100.3-Protein;Name=AT4G13100.3;Derives_from=AT4G13100.3"	AT4G13100.3
Chr4	7636547	7637498	-	"ID=AT4G13100.4-Protein;Name=AT4G13100.4;Derives_from=AT4G13100.4"	AT4G13100.4
Chr4	7636547	7637507	-	"ID=AT4G13100.5-Protein;Name=AT4G13100.5;Derives_from=AT4G13100.5"	AT4G13100.5
Chr4	7641507	7642457	+	"ID=AT4G13110.1-Protein;Name=AT4G13110.1;Derives_from=AT4G13110.1"	AT4G13110.1
Chr4	7647389	7649692	+	"ID=AT4G13130.1-Protein;Name=AT4G13130.1;Derives_from=AT4G13130.1"	AT4G13130.1
Chr4	7650326	7652237	-	"ID=AT4G13150.1-Protein;Name=AT4G13150.1;Derives_from=AT4G13150.1"	AT4G13150.1
Chr4	7653985	7654833	+	"ID=AT4G13160.1-Protein;Name=AT4G13160.1;Derives_from=AT4G13160.1"	AT4G13160.1
Chr4	7655133	7656542	-	"ID=AT4G13170.1-Protein;Name=AT4G13170.1;Derives_from=AT4G13170.1"	AT4G13170.1
Chr4	7657373	7658164	-	"ID=AT4G13180.1-Protein;Name=AT4G13180.1;Derives_from=AT4G13180.1"	AT4G13180.1
Chr4	7659435	7661106	-	"ID=AT4G13190.1-Protein;Name=AT4G13190.1;Derives_from=AT4G13190.1"	AT4G13190.1
Chr4	7662664	7663002	-	"ID=AT4G13195.1-Protein;Name=AT4G13195.1;Derives_from=AT4G13195.1"	AT4G13195.1
Chr4	7668292	7669166	-	"ID=AT4G13200.1-Protein;Name=AT4G13200.1;Derives_from=AT4G13200.1"	AT4G13200.1
Chr4	7670228	7673135	+	"ID=AT4G13210.1-Protein;Name=AT4G13210.1;Derives_from=AT4G13210.1"	AT4G13210.1
Chr4	7670040	7673135	+	"ID=AT4G13210.2-Protein;Name=AT4G13210.2;Derives_from=AT4G13210.2"	AT4G13210.2
Chr4	7674431	7675275	-	"ID=AT4G13220.1-Protein;Name=AT4G13220.1;Derives_from=AT4G13220.1"	AT4G13220.1
Chr4	7675841	7676629	-	"ID=AT4G13230.1-Protein;Name=AT4G13230.1;Derives_from=AT4G13230.1"	AT4G13230.1
Chr4	7677866	7678247	-	"ID=AT4G13235.1-Protein;Name=AT4G13235.1;Derives_from=AT4G13235.1"	AT4G13235.1
Chr4	7680153	7682414	+	"ID=AT4G13240.1-Protein;Name=AT4G13240.1;Derives_from=AT4G13240.1"	AT4G13240.1
Chr4	7684417	7686691	-	"ID=AT4G13250.1-Protein;Name=AT4G13250.1;Derives_from=AT4G13250.1"	AT4G13250.1
Chr4	7684417	7686691	-	"ID=AT4G13250.2-Protein;Name=AT4G13250.2;Derives_from=AT4G13250.2"	AT4G13250.2
Chr4	7721840	7723616	-	"ID=AT4G13260.1-Protein;Name=AT4G13260.1;Derives_from=AT4G13260.1"	AT4G13260.1
Chr4	7708598	7709047	+	"ID=AT4G13261.1-Protein;Name=AT4G13261.1;Derives_from=AT4G13261.1"	AT4G13261.1
Chr4	7711064	7711513	+	"ID=AT4G13263.1-Protein;Name=AT4G13263.1;Derives_from=AT4G13263.1"	AT4G13263.1
Chr4	7706009	7706810	-	"ID=AT4G13266.1-Protein;Name=AT4G13266.1;Derives_from=AT4G13266.1"	AT4G13266.1
Chr4	7731280	7732902	+	"ID=AT4G13270.1-Protein;Name=AT4G13270.1;Derives_from=AT4G13270.1"	AT4G13270.1
Chr4	7733161	7736745	-	"ID=AT4G13280.1-Protein;Name=AT4G13280.1;Derives_from=AT4G13280.1"	AT4G13280.1
Chr4	7740681	7742670	+	"ID=AT4G13290.1-Protein;Name=AT4G13290.1;Derives_from=AT4G13290.1"	AT4G13290.1
Chr4	7742871	7746363	-	"ID=AT4G13300.1-Protein;Name=AT4G13300.1;Derives_from=AT4G13300.1"	AT4G13300.1
Chr4	7750453	7753049	+	"ID=AT4G13310.1-Protein;Name=AT4G13310.1;Derives_from=AT4G13310.1"	AT4G13310.1
Chr4	7750453	7751856	+	"ID=AT4G13310.2-Protein;Name=AT4G13310.2;Derives_from=AT4G13310.2"	AT4G13310.2
Chr4	7753436	7754086	+	"ID=AT4G13320.1-Protein;Name=AT4G13320.1;Derives_from=AT4G13320.1"	AT4G13320.1
Chr4	7754248	7755837	-	"ID=AT4G13330.1-Protein;Name=AT4G13330.1;Derives_from=AT4G13330.1"	AT4G13330.1
Chr4	7758610	7760892	+	"ID=AT4G13340.1-Protein;Name=AT4G13340.1;Derives_from=AT4G13340.1"	AT4G13340.1
Chr4	7767292	7769426	+	"ID=AT4G13345.1-Protein;Name=AT4G13345.1;Derives_from=AT4G13345.1"	AT4G13345.1
Chr4	7767292	7769426	+	"ID=AT4G13345.2-Protein;Name=AT4G13345.2;Derives_from=AT4G13345.2"	AT4G13345.2
Chr4	7770170	7773321	-	"ID=AT4G13350.1-Protein;Name=AT4G13350.1;Derives_from=AT4G13350.1"	AT4G13350.1
Chr4	7770170	7773321	-	"ID=AT4G13350.2-Protein;Name=AT4G13350.2;Derives_from=AT4G13350.2"	AT4G13350.2
Chr4	7775133	7777701	+	"ID=AT4G13360.1-Protein;Name=AT4G13360.1;Derives_from=AT4G13360.1"	AT4G13360.1
Chr4	7777916	7780334	-	"ID=AT4G13370.1-Protein;Name=AT4G13370.1;Derives_from=AT4G13370.1"	AT4G13370.1
Chr4	7781782	7782553	+	"ID=AT4G13380.1-Protein;Name=AT4G13380.1;Derives_from=AT4G13380.1"	AT4G13380.1
Chr4	7783856	7785145	+	"ID=AT4G13390.1-Protein;Name=AT4G13390.1;Derives_from=AT4G13390.1"	AT4G13390.1
Chr4	7785883	7786050	-	"ID=AT4G13395.1-Protein;Name=AT4G13395.1;Derives_from=AT4G13395.1"	AT4G13395.1
Chr4	7787822	7791149	-	"ID=AT4G13400.1-Protein;Name=AT4G13400.1;Derives_from=AT4G13400.1"	AT4G13400.1
Chr4	7792219	7795824	-	"ID=AT4G13410.1-Protein;Name=AT4G13410.1;Derives_from=AT4G13410.1"	AT4G13410.1
Chr4	7797038	7802174	-	"ID=AT4G13420.1-Protein;Name=AT4G13420.1;Derives_from=AT4G13420.1"	AT4G13420.1
Chr4	7804194	7807789	-	"ID=AT4G13430.1-Protein;Name=AT4G13430.1;Derives_from=AT4G13430.1"	AT4G13430.1
Chr4	7810215	7810679	+	"ID=AT4G13440.1-Protein;Name=AT4G13440.1;Derives_from=AT4G13440.1"	AT4G13440.1
Chr4	7815146	7815904	-	"ID=AT4G13450.1-Protein;Name=AT4G13450.1;Derives_from=AT4G13450.1"	AT4G13450.1
Chr4	7815395	7815904	-	"ID=AT4G13450.2-Protein;Name=AT4G13450.2;Derives_from=AT4G13450.2"	AT4G13450.2
Chr4	7824653	7826605	-	"ID=AT4G13460.1-Protein;Name=AT4G13460.1;Derives_from=AT4G13460.1"	AT4G13460.1
Chr4	7824653	7826605	-	"ID=AT4G13460.2-Protein;Name=AT4G13460.2;Derives_from=AT4G13460.2"	AT4G13460.2
Chr4	7836675	7837653	+	"ID=AT4G13480.1-Protein;Name=AT4G13480.1;Derives_from=AT4G13480.1"	AT4G13480.1
Chr4	7839137	7840284	-	"ID=AT4G13490.1-Protein;Name=AT4G13490.1;Derives_from=AT4G13490.1"	AT4G13490.1
Chr4	7856987	7857874	-	"ID=AT4G13500.1-Protein;Name=AT4G13500.1;Derives_from=AT4G13500.1"	AT4G13500.1
Chr4	7858220	7859725	+	"ID=AT4G13510.1-Protein;Name=AT4G13510.1;Derives_from=AT4G13510.1"	AT4G13510.1
Chr4	7864462	7864650	+	"ID=AT4G13520.1-Protein;Name=AT4G13520.1;Derives_from=AT4G13520.1"	AT4G13520.1
Chr4	7866808	7868555	+	"ID=AT4G13530.1-Protein;Name=AT4G13530.1;Derives_from=AT4G13530.1"	AT4G13530.1
Chr4	7866808	7868555	+	"ID=AT4G13530.2-Protein;Name=AT4G13530.2;Derives_from=AT4G13530.2"	AT4G13530.2
Chr4	7869896	7870604	+	"ID=AT4G13540.1-Protein;Name=AT4G13540.1;Derives_from=AT4G13540.1"	AT4G13540.1
Chr4	7871251	7876160	-	"ID=AT4G13550.1-Protein;Name=AT4G13550.1;Derives_from=AT4G13550.1"	AT4G13550.1
Chr4	7879764	7880311	-	"ID=AT4G13560.1-Protein;Name=AT4G13560.1;Derives_from=AT4G13560.1"	AT4G13560.1
Chr4	7884516	7885664	+	"ID=AT4G13570.1-Protein;Name=AT4G13570.1;Derives_from=AT4G13570.1"	AT4G13570.1
Chr4	7884582	7885664	+	"ID=AT4G13570.2-Protein;Name=AT4G13570.2;Derives_from=AT4G13570.2"	AT4G13570.2
Chr4	7887440	7888638	+	"ID=AT4G13572.1-Protein;Name=AT4G13572.1;Derives_from=AT4G13572.1"	AT4G13572.1
Chr4	7893091	7893607	-	"ID=AT4G13575.1-Protein;Name=AT4G13575.1;Derives_from=AT4G13575.1"	AT4G13575.1
Chr4	7900427	7901161	+	"ID=AT4G13580.1-Protein;Name=AT4G13580.1;Derives_from=AT4G13580.1"	AT4G13580.1
Chr4	7901369	7903792	-	"ID=AT4G13590.1-Protein;Name=AT4G13590.1;Derives_from=AT4G13590.1"	AT4G13590.1
Chr4	7901369	7903792	-	"ID=AT4G13590.2-Protein;Name=AT4G13590.2;Derives_from=AT4G13590.2"	AT4G13590.2
Chr4	7911179	7912892	-	"ID=AT4G13600.1-Protein;Name=AT4G13600.1;Derives_from=AT4G13600.1"	AT4G13600.1
Chr4	7915022	7921231	+	"ID=AT4G13610.1-Protein;Name=AT4G13610.1;Derives_from=AT4G13610.1"	AT4G13610.1
Chr4	7924353	7925017	+	"ID=AT4G13615.1-Protein;Name=AT4G13615.1;Derives_from=AT4G13615.1"	AT4G13615.1
Chr4	7932138	7933304	+	"ID=AT4G13620.1-Protein;Name=AT4G13620.1;Derives_from=AT4G13620.1"	AT4G13620.1
Chr4	7934093	7936029	-	"ID=AT4G13630.1-Protein;Name=AT4G13630.1;Derives_from=AT4G13630.1"	AT4G13630.1
Chr4	7934093	7936029	-	"ID=AT4G13630.2-Protein;Name=AT4G13630.2;Derives_from=AT4G13630.2"	AT4G13630.2
Chr4	7936864	7938497	-	"ID=AT4G13640.1-Protein;Name=AT4G13640.1;Derives_from=AT4G13640.1"	AT4G13640.1
Chr4	7936864	7938497	-	"ID=AT4G13640.2-Protein;Name=AT4G13640.2;Derives_from=AT4G13640.2"	AT4G13640.2
Chr4	7939611	7942898	-	"ID=AT4G13650.1-Protein;Name=AT4G13650.1;Derives_from=AT4G13650.1"	AT4G13650.1
Chr4	7946283	7948252	+	"ID=AT4G13660.1-Protein;Name=AT4G13660.1;Derives_from=AT4G13660.1"	AT4G13660.1
Chr4	7948644	7950779	+	"ID=AT4G13670.1-Protein;Name=AT4G13670.1;Derives_from=AT4G13670.1"	AT4G13670.1
Chr4	7951716	7952780	-	"ID=AT4G13680.1-Protein;Name=AT4G13680.1;Derives_from=AT4G13680.1"	AT4G13680.1
Chr4	7953662	7955380	-	"ID=AT4G13690.1-Protein;Name=AT4G13690.1;Derives_from=AT4G13690.1"	AT4G13690.1
Chr4	7957072	7958919	-	"ID=AT4G13700.1-Protein;Name=AT4G13700.1;Derives_from=AT4G13700.1"	AT4G13700.1
Chr4	7962550	7966012	+	"ID=AT4G13710.1-Protein;Name=AT4G13710.1;Derives_from=AT4G13710.1"	AT4G13710.1
Chr4	7962550	7966012	+	"ID=AT4G13710.2-Protein;Name=AT4G13710.2;Derives_from=AT4G13710.2"	AT4G13710.2
Chr4	7967166	7968894	-	"ID=AT4G13720.1-Protein;Name=AT4G13720.1;Derives_from=AT4G13720.1"	AT4G13720.1
Chr4	7970299	7974055	+	"ID=AT4G13730.1-Protein;Name=AT4G13730.1;Derives_from=AT4G13730.1"	AT4G13730.1
Chr4	7970299	7973901	+	"ID=AT4G13730.2-Protein;Name=AT4G13730.2;Derives_from=AT4G13730.2"	AT4G13730.2
Chr4	7970299	7974055	+	"ID=AT4G13730.3-Protein;Name=AT4G13730.3;Derives_from=AT4G13730.3"	AT4G13730.3
Chr4	7975191	7987558	+	"ID=AT4G13750.1-Protein;Name=AT4G13750.1;Derives_from=AT4G13750.1"	AT4G13750.1
Chr4	7988058	7989648	+	"ID=AT4G13760.1-Protein;Name=AT4G13760.1;Derives_from=AT4G13760.1"	AT4G13760.1
Chr4	7990682	7992282	-	"ID=AT4G13770.1-Protein;Name=AT4G13770.1;Derives_from=AT4G13770.1"	AT4G13770.1
Chr4	7993366	7998433	-	"ID=AT4G13780.1-Protein;Name=AT4G13780.1;Derives_from=AT4G13780.1"	AT4G13780.1
Chr4	7999846	8000124	-	"ID=AT4G13790.1-Protein;Name=AT4G13790.1;Derives_from=AT4G13790.1"	AT4G13790.1
Chr4	8002129	8003858	-	"ID=AT4G13800.1-Protein;Name=AT4G13800.1;Derives_from=AT4G13800.1"	AT4G13800.1
Chr4	8005062	8007287	-	"ID=AT4G13810.1-Protein;Name=AT4G13810.1;Derives_from=AT4G13810.1"	AT4G13810.1
Chr4	8005062	8007464	-	"ID=AT4G13810.2-Protein;Name=AT4G13810.2;Derives_from=AT4G13810.2"	AT4G13810.2
Chr4	8008535	8010694	-	"ID=AT4G13820.1-Protein;Name=AT4G13820.1;Derives_from=AT4G13820.1"	AT4G13820.1
Chr4	8011518	8011985	+	"ID=AT4G13830.1-Protein;Name=AT4G13830.1;Derives_from=AT4G13830.1"	AT4G13830.1
Chr4	8011518	8012577	+	"ID=AT4G13830.2-Protein;Name=AT4G13830.2;Derives_from=AT4G13830.2"	AT4G13830.2
Chr4	8014088	8016326	-	"ID=AT4G13840.1-Protein;Name=AT4G13840.1;Derives_from=AT4G13840.1"	AT4G13840.1
Chr4	8021314	8022065	+	"ID=AT4G13850.1-Protein;Name=AT4G13850.1;Derives_from=AT4G13850.1"	AT4G13850.1
Chr4	8021314	8022065	+	"ID=AT4G13850.2-Protein;Name=AT4G13850.2;Derives_from=AT4G13850.2"	AT4G13850.2
Chr4	8021314	8022065	+	"ID=AT4G13850.3-Protein;Name=AT4G13850.3;Derives_from=AT4G13850.3"	AT4G13850.3
Chr4	8021314	8022065	+	"ID=AT4G13850.4-Protein;Name=AT4G13850.4;Derives_from=AT4G13850.4"	AT4G13850.4
Chr4	8022601	8023162	+	"ID=AT4G13860.1-Protein;Name=AT4G13860.1;Derives_from=AT4G13860.1"	AT4G13860.1
Chr4	8023563	8025542	-	"ID=AT4G13870.1-Protein;Name=AT4G13870.1;Derives_from=AT4G13870.1"	AT4G13870.1
Chr4	8023563	8025542	-	"ID=AT4G13870.2-Protein;Name=AT4G13870.2;Derives_from=AT4G13870.2"	AT4G13870.2
Chr4	8026151	8028614	+	"ID=AT4G13880.1-Protein;Name=AT4G13880.1;Derives_from=AT4G13880.1"	AT4G13880.1
Chr4	8028911	8030754	-	"ID=AT4G13885.1-Protein;Name=AT4G13885.1;Derives_from=AT4G13885.1"	AT4G13885.1
Chr4	8032146	8033718	-	"ID=AT4G13890.1-Protein;Name=AT4G13890.1;Derives_from=AT4G13890.1"	AT4G13890.1
Chr4	8043861	8046536	+	"ID=AT4G13920.1-Protein;Name=AT4G13920.1;Derives_from=AT4G13920.1"	AT4G13920.1
Chr4	8048013	8050021	-	"ID=AT4G13930.1-Protein;Name=AT4G13930.1;Derives_from=AT4G13930.1"	AT4G13930.1
Chr4	8054931	8056676	+	"ID=AT4G13940.1-Protein;Name=AT4G13940.1;Derives_from=AT4G13940.1"	AT4G13940.1
Chr4	8055176	8056676	+	"ID=AT4G13940.2-Protein;Name=AT4G13940.2;Derives_from=AT4G13940.2"	AT4G13940.2
Chr4	8054931	8056676	+	"ID=AT4G13940.3-Protein;Name=AT4G13940.3;Derives_from=AT4G13940.3"	AT4G13940.3
Chr4	8054931	8056763	+	"ID=AT4G13940.4-Protein;Name=AT4G13940.4;Derives_from=AT4G13940.4"	AT4G13940.4
Chr4	8058268	8058609	-	"ID=AT4G13950.1-Protein;Name=AT4G13950.1;Derives_from=AT4G13950.1"	AT4G13950.1
Chr4	8059307	8059742	+	"ID=AT4G13955.1-Protein;Name=AT4G13955.1;Derives_from=AT4G13955.1"	AT4G13955.1
Chr4	8060681	8062231	-	"ID=AT4G13960.1-Protein;Name=AT4G13960.1;Derives_from=AT4G13960.1"	AT4G13960.1
Chr4	8066138	8067435	-	"ID=AT4G13965.1-Protein;Name=AT4G13965.1;Derives_from=AT4G13965.1"	AT4G13965.1
Chr4	8069134	8069901	+	"ID=AT4G13968.1-Protein;Name=AT4G13968.1;Derives_from=AT4G13968.1"	AT4G13968.1
Chr4	8070696	8074134	-	"ID=AT4G13970.1-Protein;Name=AT4G13970.1;Derives_from=AT4G13970.1"	AT4G13970.1
Chr4	8077519	8079247	-	"ID=AT4G13980.1-Protein;Name=AT4G13980.1;Derives_from=AT4G13980.1"	AT4G13980.1
Chr4	8080118	8081669	-	"ID=AT4G13985.1-Protein;Name=AT4G13985.1;Derives_from=AT4G13985.1"	AT4G13985.1
Chr4	8084395	8085960	+	"ID=AT4G13990.1-Protein;Name=AT4G13990.1;Derives_from=AT4G13990.1"	AT4G13990.1
Chr4	8087340	8089268	+	"ID=AT4G13992.1-Protein;Name=AT4G13992.1;Derives_from=AT4G13992.1"	AT4G13992.1
Chr4	8090851	8092347	+	"ID=AT4G14000.1-Protein;Name=AT4G14000.1;Derives_from=AT4G14000.1"	AT4G14000.1
Chr4	8093010	8093363	-	"ID=AT4G14010.1-Protein;Name=AT4G14010.1;Derives_from=AT4G14010.1"	AT4G14010.1
Chr4	8095370	8095705	-	"ID=AT4G14020.1-Protein;Name=AT4G14020.1;Derives_from=AT4G14020.1"	AT4G14020.1
Chr4	8098121	8100165	-	"ID=AT4G14030.1-Protein;Name=AT4G14030.1;Derives_from=AT4G14030.1"	AT4G14030.1
Chr4	8098121	8100165	-	"ID=AT4G14030.2-Protein;Name=AT4G14030.2;Derives_from=AT4G14030.2"	AT4G14030.2
Chr4	8100691	8102828	-	"ID=AT4G14040.1-Protein;Name=AT4G14040.1;Derives_from=AT4G14040.1"	AT4G14040.1
Chr4	8103645	8105483	-	"ID=AT4G14050.1-Protein;Name=AT4G14050.1;Derives_from=AT4G14050.1"	AT4G14050.1
Chr4	8107405	8108158	+	"ID=AT4G14060.1-Protein;Name=AT4G14060.1;Derives_from=AT4G14060.1"	AT4G14060.1
